pr,title,type,skip_reason,author,merged_by,merged_at,labels,merge_sha,url
#33698,[Core][BugFix] Fix PP KV cache sharding memory validation,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),junuxyz,mgoin,2026-02-10,"bug, ready, v1",c5a66d16970fbbc4633761d30f12ec1fc98a9523,https://github.com/vllm-project/vllm/pull/33698
#34077,[BUGFIX] Fix accuracy bugs in Qwen3-Next MTP,runtime_bug,,vadiklyutiy,mgoin,2026-02-10,"bug, ready, v1, qwen",000214c4bb3f4fb61989eea19c625aedd0559ace,https://github.com/vllm-project/vllm/pull/34077
#32947,[Bugfix] Fix weights offloading for sleep mode,runtime_bug,,jseppanen,hmellor,2026-02-10,"bug, ready, v1",506ad7d7c178ac20f2140cfaac1ae657683e8013,https://github.com/vllm-project/vllm/pull/32947
#34200,[Bugfix] Fix mamba cache dtype for Qwen3.5,runtime_bug,,ywang96,ywang96,2026-02-10,"bug, ready, qwen",9615575afc0d9a7d5fe98b65ac2a7150b068472e,https://github.com/vllm-project/vllm/pull/34200
#32860,[BugFix] Fix async EPLB hang with DeepEP LL all2all backend,runtime_bug,,ilmarkov,tlrmchlsmth,2026-02-10,"bug, ready, v1",bb2fc8b5e7beca9c5749e464b4607c753db0b630,https://github.com/vllm-project/vllm/pull/32860
#34021,[Bugfix] Fix Worker.load_model context-manager composition for sleep mode,runtime_bug,,tianshu-Michael-yu,DarkLight1337,2026-02-11,"bug, ready, v1",0e725a7d22b90f9b2b5175a75a2e3021139cf3fa,https://github.com/vllm-project/vllm/pull/34021
#33884,[Bugfix][DeepSeek-V3.2] fix fp8 kvcache type cast,runtime_bug,,kebe7jun,vllm-bot,2026-02-11,"bug, ready, deepseek",5ee5c86eeb00a4d159e2e2cb4c8c85dcc0733e15,https://github.com/vllm-project/vllm/pull/33884
#34149,[Bugfix] Fix benchmark_moe.py inplace assertion with torch >= 2.9,runtime_bug,,mgehre-amd,LucasWilkinson,2026-02-11,"bug, performance, ready",7a048ee65f0b8da2c2493ef76cbee89cf612baa6,https://github.com/vllm-project/vllm/pull/34149
#34279,[Bugfix] Fix fused MoE IMA (sans chunking) by using int64 for strides,runtime_bug,,tlrmchlsmth,robertgshaw2-redhat,2026-02-11,"bug, ready",d7982daff5334b9465b29fa943a1954c064ab226,https://github.com/vllm-project/vllm/pull/34279
#34313,[Bugfix] Fix weight naming in Qwen3.5,runtime_bug,,ywang96,ywang96,2026-02-11,"bug, qwen",0b20469c627e94060d1015170b186d19de1db583,https://github.com/vllm-project/vllm/pull/34313
#34321,[Bugfix][CPU] Fix llama4 inference on CPU,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),bigPYJ1151,bigPYJ1151,2026-02-11,"bug, ready, v1, llama, cpu",05339a7b207e2f32b56c29398c18d577c74cef3b,https://github.com/vllm-project/vllm/pull/34321
#33948,[Bugfix]: Fix ROCm fusion attn test; use AttentionBackend utils to create kv cache,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),Rohan138,ProExpertProg,2026-02-11,"bug, rocm, ready",fd618871b41c0cf9259379cde9cca230a56c4096,https://github.com/vllm-project/vllm/pull/33948
#32458,[CI][BugFix] Fix silent failure in shellcheck hook and baseline exist…,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),junuxyz,hmellor,2026-02-11,"bug, ready",fa7e0bfacfb44ec77a4bda77ba499d320b14ae7c,https://github.com/vllm-project/vllm/pull/32458
#34353,[Bugfix] fix default is_neox_style to be True for deepseekv3.2,runtime_bug,,xyDong0223,jeejeelee,2026-02-11,"bug, ready, deepseek",be7f3d5d2016b326d12ff582a8c9f96a68217c7a,https://github.com/vllm-project/vllm/pull/34353
#34243,"[Bugfix] Enable attn quantization of Llama-4 by correctly permuting scales for rope (int8, fp8)",runtime_bug,,eldarkurtic,mgoin,2026-02-11,"bug, ready, llama",11c7ace340610e0be376d531b677bcee1ae84ad4,https://github.com/vllm-project/vllm/pull/34243
#33963,[Bugfix] send None sentinel on final commit so server properly sends transcription.done,runtime_bug,,pjs102793,njhill,2026-02-11,"bug, frontend, ready",5458eb835d66323a11d4a252ad551d001ce00ac8,https://github.com/vllm-project/vllm/pull/33963
#34334,[Bugfix] Fix more multimodal tests for transformers V5,runtime_bug,,zucchini-nlp,hmellor,2026-02-11,"bug, ready, multi-modality, qwen",527ca32197b327e55bc718c0ecfea27ff8995902,https://github.com/vllm-project/vllm/pull/34334
#34371,[Bugfix] Fix some issues with MoERunner PR #32344,runtime_bug,,bnellnm,vllm-bot,2026-02-11,"bug, ready",31d992d215a05ad2e4f17653ddff0f515f865914,https://github.com/vllm-project/vllm/pull/34371
#34385,[Bugfix] Fix MTP accuracy for GLM-5,runtime_bug,,mgoin,jeejeelee,2026-02-12,"bug, speculative-decoding, ready, v1",ec12d39d44739bee408ec1473acc09e75daf1a5d,https://github.com/vllm-project/vllm/pull/34385
#33848,[Bug Fix] Fix `naive_block_assignment` always defaulting to False due to arg misalignment,runtime_bug,,RunkaiTao,DarkLight1337,2026-02-12,"bug, ready",e1d97c38f8689da0b11da0fac54cc277c237d5c4,https://github.com/vllm-project/vllm/pull/33848
#34379,[BugFix] Fix DP chunking ,runtime_bug,,LucasWilkinson,robertgshaw2-redhat,2026-02-12,"bug, ready",136b0bfa59377ed2bbd3b3716036a96267cfe80b,https://github.com/vllm-project/vllm/pull/34379
#33446,[Bugfix] Fix Sparse24 Compressed Tensors models,runtime_bug,,kylesayrs,vllm-bot,2026-02-12,"bug, ready, nvidia",e9cd6911321f7671de218d0c778c5400d7f1d1a6,https://github.com/vllm-project/vllm/pull/33446
#34397,[bugfix] refactor FunASR's _get_data_parser ,runtime_bug,,AllenDou,DarkLight1337,2026-02-12,"bug, ready",386bfe5d08103f570a3aa03055372cbd33cf41ca,https://github.com/vllm-project/vllm/pull/34397
#34104,Fix Mistral config remap to accept compressed-tensors quantization #34028,runtime_bug,,baonudesifeizhai,mgoin,2026-02-12,"bug, ready",f5897613fb270fb478cda362868713cc338f6be9,https://github.com/vllm-project/vllm/pull/34104
#34382,[BUG] Reset running requests when clearing cache for pause/resume,runtime_bug,,hao-aaron,robertgshaw2-redhat,2026-02-12,"bug, ready, v1",7b5a8b4a9dd6eb26057e3c8e0fa07db0d89f6d54,https://github.com/vllm-project/vllm/pull/34382
#34433,[Bugfix] Remove broken raw url GGUF model loading support,runtime_bug,,Isotr0py,vllm-bot,2026-02-12,"bug, ready",becbe2480871573f9464e4941b179c1c21f2c786,https://github.com/vllm-project/vllm/pull/34433
#34374,[Bugfix] Enforce DeepGEMM when using sparse_attn_indexer on CUDA,runtime_bug,,mgoin,vllm-bot,2026-02-12,"bug, ready, nvidia",6d4e27ce29bac0e4cd4975cddf5b0dacc6cb727a,https://github.com/vllm-project/vllm/pull/34374
#34445,[BugFix] Add block_size validation for mamba cache align mode,runtime_bug,,peakcrosser7,vllm-bot,2026-02-13,"bug, ready",6f019e6e0a0cde34a33826bc08756480816448dd,https://github.com/vllm-project/vllm/pull/34445
#34443,[Bugfix] Remove assert that's no longer valid,runtime_bug,,bnellnm,vllm-bot,2026-02-13,"bug, ready",04ea31baabc6f5be6b0afd88541f569a4c771ab9,https://github.com/vllm-project/vllm/pull/34443
#34427,[Bugfix] Delete unused redundant code in Kimi-K2.5,runtime_bug,,LoganJane,vllm-bot,2026-02-13,"bug, ready",62788f99a4d0e483a6e9114e6708489b44b51a78,https://github.com/vllm-project/vllm/pull/34427
#33907,[Bugfix] Fix Random Dataset Prefix Length Inaccuracy,runtime_bug,,frankwang28,vllm-bot,2026-02-13,"bug, performance, ready",b86bf4417e3172b372ff20cccf4d30289a6db8ae,https://github.com/vllm-project/vllm/pull/33907
#34358,[Bugfix] Standardize getting number of image patches/tokens,runtime_bug,,DarkLight1337,vllm-bot,2026-02-13,"bug, ready, multi-modality, qwen",372b2e762aeeb040e57a690f0aa0428775a1e239,https://github.com/vllm-project/vllm/pull/34358
#34483,[Bugfix] Fix encoder cache underestimation for GLM-4V/GLM-OCR single image,runtime_bug,,haosdent,vllm-bot,2026-02-13,"bug, ready",dcf6ee8592b4f33593feb579b7a420d155ada374,https://github.com/vllm-project/vllm/pull/34483
#34489,[Bugfix] Fix mamba state dtype setting for Qwen3-Next and Qwen3.5,runtime_bug,,ywang96,vllm-bot,2026-02-13,"bug, ready, qwen",eea3024f43e06ea4e037ec86464dcc249d0c0b44,https://github.com/vllm-project/vllm/pull/34489
#34440,[BugFix] Fix and optimize max_num_blocks_per_req calculation for MambaSpec,runtime_bug,,peakcrosser7,vllm-bot,2026-02-13,"bug, ready, v1",7a8a46ddcb05ba754e1f0f3f428ebbeb572d0f02,https://github.com/vllm-project/vllm/pull/34440
#34418,[Bug Fix] Fix MambaManager.cache_blocks() crash on null blocks in align mode,runtime_bug,,haosdent,vllm-bot,2026-02-13,"bug, ready, v1",4137c5dfa7c0de6c0ff74ad3774224b6b3280349,https://github.com/vllm-project/vllm/pull/34418
#34245,[Bugfix] fix the import path in moe test utils.py,runtime_bug,,michalowski-arm,vllm-bot,2026-02-13,"bug, ready",742d214d6eeb1b0c92aabae36614be6a485fb94d,https://github.com/vllm-project/vllm/pull/34245
#34508,[Bugfix] Exclude `language_model_only` key from MM AOT compile hash but include in model one,runtime_bug,,ywang96,ywang96,2026-02-13,"bug, ready",1dae7b7843062f3468485653779d43ef96c7245c,https://github.com/vllm-project/vllm/pull/34508
#34501,[Bugfix] Add quant_config in ViT of Kimi-K2.5,runtime_bug,,LoganJane,Isotr0py,2026-02-13,"bug, ready",4a9952ec1b15453053f4ec443d2d81505d344075,https://github.com/vllm-project/vllm/pull/34501
#34467,[Bugfix] Replace c10::optional with std::optional in topk kernel,runtime_bug,,FloatingVertex,vllm-bot,2026-02-13,"bug, ready",bcd65c1f6a25ab76be325fbc0766eb074519a4fc,https://github.com/vllm-project/vllm/pull/34467
#34530,"Revert ""[Bugfix] Fix fused MoE IMA (sans chunking) by using int64 for strides""",runtime_bug,,mgoin,vllm-bot,2026-02-13,bug,bfaa5593050ec9bf60e2361b3b9dc575efeee83f,https://github.com/vllm-project/vllm/pull/34530
#34454,[Bugfix]: Fix structured output in multi-turn gpt-oss,runtime_bug,,bbrowning,vllm-bot,2026-02-13,"bug, structured-output, ready, v1, gpt-oss",fd267bc7b7cd3d001ac5a893eacb9e56ff256822,https://github.com/vllm-project/vllm/pull/34454
#34543,[Bugfix] Fix ROCm UVA CPU weight offloading broken by #32993,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),AndreasKaratzas,vllm-bot,2026-02-14,"bug, rocm, ready",a0638d052db74ba28eada4768b9bbf98720b44a4,https://github.com/vllm-project/vllm/pull/34543
#34533,[bug] Make sure get_modality_with_max_tokens is deterministic,runtime_bug,,842974287,vllm-bot,2026-02-14,"bug, ready, multi-modality",ed242652d7f9cb4222e8840311b5229295b5d266,https://github.com/vllm-project/vllm/pull/34533
#34554,[Bugfix] Fix Qwen3.5 config loading,runtime_bug,,ywang96,ywang96,2026-02-14,"bug, qwen",2f186635cbcb38fd85e718a5b7ff9ec698cbb4f8,https://github.com/vllm-project/vllm/pull/34554
#34516,[bugfix] Fix critical bug when reporting for all paths where handler.create_error_response is used,runtime_bug,,kizill,vllm-bot,2026-02-15,"bug, frontend, ready",50dbd6c9e6637589b404a499dbc34df85ad9b1ad,https://github.com/vllm-project/vllm/pull/34516
#34476,[BUGFIX] Fix accuracy regression for NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4 with TP>1,runtime_bug,,vadiklyutiy,vllm-bot,2026-02-15,"bug, ready, nvidia",604b9eaec53a11ae5193348f6a623dd7cdef48bf,https://github.com/vllm-project/vllm/pull/34476
#34494,[Bugfix] Handle num_expert_group=None in flashinfer block-scale FP8 MoE,runtime_bug,,haosdent,vllm-bot,2026-02-15,"bug, ready, nvidia",79f3fab05a2d88a5db73591cd3b8afdf956ee723,https://github.com/vllm-project/vllm/pull/34494
#34548,[BugFix] Fix Python 3.13 FlashMLA import error,runtime_bug,,LucasWilkinson,vllm-bot,2026-02-16,"bug, ready, ci/build",bb85929aa6f3790a4fc4eae2b6504c1e0d8e4ffc,https://github.com/vllm-project/vllm/pull/34548
#34453,[Bugfix] Add method to swap quant_method on FusedMoE to fix LoRA issues,runtime_bug,,bnellnm,vllm-bot,2026-02-16,"bug, ready",5bff999d12dd061c102381b0c9c5d364c5953ea2,https://github.com/vllm-project/vllm/pull/34453
#34320,[Bugfix] Fix Dynamo unexpected keyword argument ,runtime_bug,,samutamm,vllm-bot,2026-02-16,"bug, ready",a5ccc85c8c98115981a39b010b36f255e6446e77,https://github.com/vllm-project/vllm/pull/34320
#34576,[Bugfix] Fix ARC touch KeyError for non-ready T1 blocks in kv offload,runtime_bug,,Vivo50E,vllm-bot,2026-02-16,"bug, ready, v1",bc56a1d56e98a747de7a6c0610673cecc681d808,https://github.com/vllm-project/vllm/pull/34576
#34618,(bugfix): Fixed encode in LLM entrypoint for IOProcessr plugin prompts,runtime_bug,,christian-pinto,vllm-bot,2026-02-16,"bug, documentation, frontend, ready",6930becd453ab81dce074505521a41a397d0c727,https://github.com/vllm-project/vllm/pull/34618
#34063,[Bugfix] Treat generation_config max_tokens as default not ceiling,runtime_bug,,almogtavor,vllm-bot,2026-02-16,"bug, frontend, ready",72d5951d02f2e76228b162fcb63068877850b724,https://github.com/vllm-project/vllm/pull/34063
#34624,[Bugfix][CI] Fix flaky `entrypoints/openai/test_response_api_with_harmony.py::test_function_calling[openai/gpt-oss-20b]`,runtime_bug,,NickLucche,DarkLight1337,2026-02-16,"bug, ready, gpt-oss",6cc403e67d9ca8b4fc8c93a84096ed98161c938b,https://github.com/vllm-project/vllm/pull/34624
#34507,[Bugfix] Fix fused MoE int32 overflow in stride*offset without perf regression,runtime_bug,,haosdent,vllm-bot,2026-02-17,"bug, ready",b68fd899d1317259d61d8bbaf79dcb2749d17634,https://github.com/vllm-project/vllm/pull/34507
#32922,[Bugfix] Fix 'remove_instance_endpoint' method logic in disagg_proxy_demo,runtime_bug,,ChenqianCao,hmellor,2026-02-17,"bug, documentation, ready, kv-connector",ad65177a1977af535ac0f82312f898a03c425632,https://github.com/vllm-project/vllm/pull/32922
#34514,[CI][BugFix] ShellCheck cleanup to remove baseline and preserve runtime behavior,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),junuxyz,hmellor,2026-02-17,"bug, documentation, performance, structured-output, tpu, ready, ci/build, v1, cpu, kv-connector, nvidia",c61a98f52993550e42d1bded121341fb9afb2ddf,https://github.com/vllm-project/vllm/pull/34514
#34716,[BugFix] Fix sp tests,runtime_bug,,zou3519,ProExpertProg,2026-02-17,"bug, ready",7967e854da4868872b4b13d2b7f039061fee50fe,https://github.com/vllm-project/vllm/pull/34716
#34457,[Bugfix][MTP][Sparse MLA] Allow sparse MLA with MTP to run with FULL cudagraphs,runtime_bug,,MatthewBonanni,robertgshaw2-redhat,2026-02-17,"bug, documentation, performance, ready, v1, nvidia",dc5fa77a4eb6680339cb77abe713fb22d7795560,https://github.com/vllm-project/vllm/pull/34457
#34653,[BugFix] [Build] fix string literals comparison in indexer_k_quant_and_cache calling site,runtime_bug,,hongxiayang,vllm-bot,2026-02-18,"bug, ready",4a00a511bbf707fcb484d655b3b5eec0ed0ca308,https://github.com/vllm-project/vllm/pull/34653
#33255,[Bugfix] Fix quant RMS norm fusion for quantization with TMA-aligned scales,runtime_bug,,ElizaWszola,vllm-bot,2026-02-18,"bug, performance, ready",a88b3be7c4c494c896f4a88ca8e6bfc1083625e0,https://github.com/vllm-project/vllm/pull/33255
#34723,[Bugfix] Fix prefix creation for Qwen3.5,runtime_bug,,mgoin,vllm-bot,2026-02-18,"bug, ready, qwen",909b14719725f9647591b63151c45ff396fb4524,https://github.com/vllm-project/vllm/pull/34723
#34696,[Bugfix] fix activation in cpu_fused_moe_torch call,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),michalowski-arm,vllm-bot,2026-02-18,"bug, ready, cpu",e89a91d9275cd8ac086fe04476b41675a9ebbd5c,https://github.com/vllm-project/vllm/pull/34696
#34820,[CI][Bugfix] Fix multinode test script,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),ilmarkov,robertgshaw2-redhat,2026-02-18,"bug, ci/build",6b3166a7c7b4274317ac1cb18a55d56f3f94077f,https://github.com/vllm-project/vllm/pull/34820
#34725,[Bugfix] Fix NVFP4 TRTLLM MoE non-gated support; add gsm8k for Nemotron-3-Nano FP8+NVFP4,runtime_bug,,mgoin,vllm-bot,2026-02-18,"bug, ready, nvidia",caeb887bf6332b74b229e90804fc6ab4f1361eda,https://github.com/vllm-project/vllm/pull/34725
#34697,[Bugfix] Redo Qwen3.5/Qwen3-Next GDN projector fusion,runtime_bug,,Isotr0py,vllm-bot,2026-02-18,"bug, ready, qwen",c0bd8b13da36e62f982929a9f14bc9ef3ff6a56a,https://github.com/vllm-project/vllm/pull/34697
#34455,[Bugfix] Remove assert causing hipErrorStreamCaptureUnsupported,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),JadenMathias,gshtras,2026-02-18,"bug, rocm, ready",0e60c925cf8c2060c705953d7f89f40c25f7811d,https://github.com/vllm-project/vllm/pull/34455
#34655,[CI][AMD][BugFix] Skip tests in test_unquantized_backend_selection that should not run on ROCm,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),rasmith,yewentao256,2026-02-18,"bug, rocm, ready",fcd6ac97ed0c26b36dbf18a1ee8ecb5f6b41707e,https://github.com/vllm-project/vllm/pull/34655
#34673,"[Bugfix][MoE Kernel] Fix incorrect routing selection for models without expert groups (e.g., MiniMax-M2.1)",runtime_bug,,wwl2755,vllm-bot,2026-02-18,"bug, ready, nvidia",847a57cd1217c6fd51f8e1813af5fed31bae1a2f,https://github.com/vllm-project/vllm/pull/34673
#34834,[Bugfix] Fix lora tests,runtime_bug,,DarkLight1337,vllm-bot,2026-02-18,"bug, frontend, ready, qwen",61cf0876805c1ac04b9b811c27e3645eedfc13c8,https://github.com/vllm-project/vllm/pull/34834
#34841,[BUG] Fixing Weight Sync unit test,runtime_bug,,hao-aaron,mgoin,2026-02-18,"bug, ready, ci-failure",e99ba957ec3953abd65332c26880efa489effc3a,https://github.com/vllm-project/vllm/pull/34841
#34181,[CI][AMD][BugFix] Use torch.testing.assert_close instead of assert torch.allclose in test_rocm_skinny_gemms.py,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),rasmith,gshtras,2026-02-18,"bug, rocm, ready",2b84ac669cfd8a4b6433b4ae4505028d9082c3a7,https://github.com/vllm-project/vllm/pull/34181
#34847,[Bugfix] Add Quant Config to Llava Next Projector,runtime_bug,,alex-jw-brooks,vllm-bot,2026-02-19,bug,4611af1663e268b5a64221c999868779632296a7,https://github.com/vllm-project/vllm/pull/34847
#34876,[Bug] Fix DeepSeek V3 weight loading caused by incorrect prefix,runtime_bug,,wzhao18,vllm-bot,2026-02-19,"bug, ready, deepseek",7f51e93864709e436fab21c3f4103c49d198f999,https://github.com/vllm-project/vllm/pull/34876
#34884,[Bugfix] Fix edge case in UUID data parsing,runtime_bug,,DarkLight1337,vllm-bot,2026-02-19,"bug, ready",139137886129abe1abcdb75f0b39c81709314be3,https://github.com/vllm-project/vllm/pull/34884
#34719,[Bugfix] Qwen3.5 kv-scale weight remapping,runtime_bug,,Linda-Stadter,vllm-bot,2026-02-19,"bug, ready, qwen",6fff24f30fe2554f43871978ef59feaa87f245c0,https://github.com/vllm-project/vllm/pull/34719
#34808,"Revert ""[NemotronH] Do not force router to run in fp32 (#34582)""",runtime_bug,,roikoren755,vllm-bot,2026-02-19,"bug, ready, nvidia",3eff45d793daa976a21d0df5954cf6cc6723335f,https://github.com/vllm-project/vllm/pull/34808
#34914,[Bugfix] Fix Qwen3.5 Cutlass fp8 kernel on hopper - clamp block scales,runtime_bug,,ywang96,ywang96,2026-02-19,"bug, ready, qwen, nvidia, claude-code-assisted",4fb8beefaa8b2c4bd2cd3b336b01ff006dc98bdc,https://github.com/vllm-project/vllm/pull/34914
#34818,[Bugfix] Fix Basic Models Test,runtime_bug,,MatthewBonanni,vllm-bot,2026-02-19,"bug, speculative-decoding, ready, v1, multi-modality, ci-failure, nvidia",662205d34eb1bb42228768d7a69a1ac4abf38c89,https://github.com/vllm-project/vllm/pull/34818
#34665,[Bugfix] Fix benchmark_fused_collective crash on CustomOp init,runtime_bug,,mayank-ketkar-sf,ProExpertProg,2026-02-20,"bug, performance, ready",648951a9c3ab7d8ade25b80edb55eb4018acfd58,https://github.com/vllm-project/vllm/pull/34665
#34335,[Bugfix] Add regression test for MoE quant_config under torch.compile,runtime_bug,,mgehre-amd,DarkLight1337,2026-02-20,"bug, ready",4e2c7caf2d11444ce6c1e4895bc921c93610bd7c,https://github.com/vllm-project/vllm/pull/34335
#33739,[CI][AMD][BugFix][P/D] Add default_vllm_config to test_moriio_connector.py so tests pass,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),rasmith,vllm-bot,2026-02-20,"bug, rocm, ready, v1, kv-connector",0c1dc42748760fc75aef68e973c9ff7a47501337,https://github.com/vllm-project/vllm/pull/33739
#32877,[Bugfix][Hardware][AMD] Fix ROCM_AITER_FA speculative decoding support,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),c0de128,zhuohan123,2026-02-20,"bug, rocm, ready, v1",8de7c636cc02a8306441af868b9c1d0e6d64799f,https://github.com/vllm-project/vllm/pull/32877
#34866,[BUGFIX] Fix `_dummy_run` missing `prepare_inputs_event` synchronization,runtime_bug,,vadiklyutiy,ywang96,2026-02-20,"bug, ready, v1, claude-code-assisted",59965affbd6e652a3c8ed229b66ef34a681e5693,https://github.com/vllm-project/vllm/pull/34866
#34636,[ROCm][Bugfix]: Only save unpadded sizes for shared_experts in MoERunner to fix rmsnorm pad fusion,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),Rohan138,vllm-bot,2026-02-21,"bug, rocm, ready",ded333fb9b903e9de9f1cc5d82d2b5c5ab726750,https://github.com/vllm-project/vllm/pull/34636
#34791,[Bugfix] Gate 256-bit instructions to CUDA 12.9+,runtime_bug,,huydhn,vllm-bot,2026-02-21,"bug, ready, nvidia",272b535ab3315a2ed3cd1a5e9803df2b86da4f07,https://github.com/vllm-project/vllm/pull/34791
#34779,[Bugfix] Fix Qwen3/Qwen3.5 Reasoning Parser ,runtime_bug,,ywang96,ywang96,2026-02-22,"bug, frontend, ready, qwen",40f88d8318aea1792ac7eabfe33241fd26660be7,https://github.com/vllm-project/vllm/pull/34779
#34898,[Bug] Refactor max_num_batched_tokens to account for drafting,runtime_bug,,benchislett,benchislett,2026-02-22,"bug, speculative-decoding, ready, v1",682566b18e69d12a1ee603906417f508d61ac7ea,https://github.com/vllm-project/vllm/pull/34898
#33752,[Bugfix] Fix  kernel benchmark,runtime_bug,,jeejeelee,vllm-bot,2026-02-23,"bug, performance, ready",7291d1b288558d48508e1a17c37b0aa170332264,https://github.com/vllm-project/vllm/pull/33752
#34739,[BugFix]: Fix local mypy issues,runtime_bug,,hickeyma,vllm-bot,2026-02-23,"bug, frontend, ready, kv-connector",e97c46a92ded70813806fd6f33cf8bd9fcf005bc,https://github.com/vllm-project/vllm/pull/34739
#35033,"[Llama4,CI] Bring back Llama-4 bug fixes, and also fix Maverick tests",runtime_bug,,eldarkurtic,LucasWilkinson,2026-02-23,"bug, ready, multi-modality, llama",1e8438a89a6453a6b1ba28798bb9c51d6364ed96,https://github.com/vllm-project/vllm/pull/35033
#35080,[Bugfix] Fix MRotaryEmbedding missing `truncate` attr with YaRN scaling,runtime_bug,,haosdent,Isotr0py,2026-02-23,"bug, ready",a7f341c32326fe5463556c69cfa54d90281041c8,https://github.com/vllm-project/vllm/pull/35080
#34874,[Bugfix] Fix prefix caching for Mamba 'all' mode (Nemotron models),runtime_bug,,haosdent,tdoublep,2026-02-23,"bug, ready, v1",a2ba6a52443f9823d55a7f779c48c5de98abbc80,https://github.com/vllm-project/vllm/pull/34874
#35123,[Bugfix] Fix DSV3 kernels breaking _C and _moe_C on unsupported arches,runtime_bug,,mgoin,vllm-bot,2026-02-24,"bug, ready, ci/build",3ef9fd0f989d7dfc5e3633c0dcfc64acbaf2f8c5,https://github.com/vllm-project/vllm/pull/35123
#35135,[Bugfix] Fix lora_ids in FusedMoE LoRA test,runtime_bug,,xyang16,robertgshaw2-redhat,2026-02-24,"bug, ready",a7c9f7b7ec6546cf36eb217a551c4d5b91e6a064,https://github.com/vllm-project/vllm/pull/35135
#35156,[BUGFIX][Qwen3.5] Hardcode `mlp.gate` as not quantizable ,runtime_bug,,vadiklyutiy,vllm-bot,2026-02-24,"bug, ready, qwen",33a0d43c7119269aa300d4341871dd46d52575d0,https://github.com/vllm-project/vllm/pull/35156
#35111,[Bugfix] Fix failing FunASR processor test,runtime_bug,,Isotr0py,vllm-bot,2026-02-24,"bug, ready, multi-modality",d12d20140949ada88546d3f13ae68d4cea070a7e,https://github.com/vllm-project/vllm/pull/35111
#35075,[Bug][DSV3.2] Always prepare metadata for DeepGEMM Sparse Attention,runtime_bug,,benchislett,vllm-bot,2026-02-24,"bug, ready, v1",9fa5b25a238c08fae8acf507e5dbc923f5b2e5cb,https://github.com/vllm-project/vllm/pull/35075
#35161,[Bugfix] Fix expert_ids padding values in moe_align_block_size kernel,runtime_bug,,xyang16,vllm-bot,2026-02-25,"bug, ready",3bbb2046ff320395c80c139e55e7c1947c3fb5e1,https://github.com/vllm-project/vllm/pull/35161
#35237,[Bugfix] Fix AttributeError when passing StructuredOutputsParams to CompletionRequest,runtime_bug,,pks,vllm-bot,2026-02-25,"bug, frontend, ready",af770b8e7bf77539fcbc81a9ff1974f12cdf87ff,https://github.com/vllm-project/vllm/pull/35237
#35157,[Linear Attention] fix bug for linear attention + prefix caching + reset_prefix_cache,runtime_bug,,heheda12345,vllm-bot,2026-02-25,"bug, ready, v1",8fae54faff485e446dc8d1a700417f07659ef89e,https://github.com/vllm-project/vllm/pull/35157
#34513,[DOC][BugFix] Specfiy build dependency installation,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),jonoillar,hmellor,2026-02-25,"bug, documentation, ready",26e722f9068699c18538eff44c9827561f3f90ab,https://github.com/vllm-project/vllm/pull/34513
#34677,[Bugfix][CPU] Fix basic unit tests failing in CPU platforms,runtime_bug,,jasonyanwenl,hmellor,2026-02-25,"bug, ready, nvidia",675ec59aa94301989c3c174b3b910338c2d51ff4,https://github.com/vllm-project/vllm/pull/34677
#34211,[Bugfix] Fix step3p5 reasoning with interleaved thinking,runtime_bug,,mariohong128,chaunceyjiang,2026-02-25,"bug, ready",af5e6afa0af28b75409104906fe47ac9e8c03cf1,https://github.com/vllm-project/vllm/pull/34211
#35085,[Bugfix] Gracefully disable AllReduceFusionPass on GPUs without multicast support,runtime_bug,,haosdent,vllm-bot,2026-02-25,"bug, ready",0788ff0a153c6eb6436743d717b31c863c987761,https://github.com/vllm-project/vllm/pull/35085
#32114,[Bugfix] Fix Harmony preamble visibility in Responses API,runtime_bug,,thepushkarp,vllm-bot,2026-02-25,"bug, frontend, ready, gpt-oss",5d18bf8b32837275d7656e2ae8b5c684274234d2,https://github.com/vllm-project/vllm/pull/32114
#34985,[CI][AMD][BugFix] Add  torch.cuda.set_device to test_punica_ops so punica kernels execute on same device as tensor,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),rasmith,tjtanaa,2026-02-25,"bug, rocm, ready, nvidia",b188bab4417f7f94df0c4e84399d163e6c0db316,https://github.com/vllm-project/vllm/pull/34985
#35338,[Bugfix] Fix AttributeError in SMControlContextManager,runtime_bug,,LucasWilkinson,vllm-bot,2026-02-26,"bug, ready, v1",9511a3f8eec6992d8834ad85af855683bd74ba29,https://github.com/vllm-project/vllm/pull/35338
